organization,name,label,description,citation,version
Comparative Agendas Project,Topics,CAP-TOP,Topics in the Comparative Agendas Project,"Bevan, Shaun. (2019) 'Gone Fishing: The Creation of the Comparative Agendas Project Master Codebook.' In Frank R. Baumgartner, Christian Breunig, and Emiliano Grossman (eds.) Comparative Policy Agendas: Theory, Tools, Data. Oxford: Oxford University Press.",1.2
